Order_ID,Order_Date,Customer_ID,Gender,Age,Region,Product_Category,Price,Quantity
473,2023-11-30,1016,Female,59,East,Electronics,1681.13,2
474,2023-11-07,1062,Female,53,South,Home,120.14,5
475,2023-11-14,1018,Female,58,South,Clothing,63.21,4
476,2023-07-17,1091,Male,55,South,Home,818.32,4
477,2023-04-16,1057,Male,51,West,Clothing,121.55,3
478,2023-06-24,1054,Male,34,East,Electronics,1360.43,2
479,2023-05-03,1089,Male,54,North,Home,425.89,5
480,2023-01-20,1089,Female,42,West,Home,192.01,5
481,2023-08-26,1061,Female,55,West,Clothing,55.59,4
482,2023-05-15,1022,Male,29,East,Home,785.29,2
483,2023-04-09,1008,Female,40,East,Clothing,129.67,3
484,2023-06-27,1011,Male,59,West,Clothing,184.84,2
485,2023-03-10,1000,Female,39,North,Clothing,199.14,1
486,2023-09-15,1057,Male,38,West,Clothing,46.44,2
487,2023-03-02,1000,Female,44,East,Electronics,746.37,1
488,2023-06-23,1033,Female,48,North,Clothing,104.1,1
489,2023-09-15,1095,Male,23,East,Sports,491.54,3
490,2023-02-22,1047,Female,44,North,Home,200.9,4
491,2023-04-26,1088,Male,57,South,Sports,245.48,2
492,2023-03-26,1000,Male,51,East,Electronics,610.0,1
493,2023-02-15,1015,Male,29,East,Sports,377.1,2
494,2023-09-17,1060,Male,24,West,Home,981.36,4
495,2023-02-21,1063,Female,27,East,Sports,219.41,4
496,2023-03-15,1062,Female,34,East,Electronics,1004.2,5
497,2023-06-25,1068,Female,43,South,Clothing,140.44,4
498,2023-04-08,1021,Male,38,East,Sports,374.34,3
499,2023-05-27,1092,Female,45,South,Electronics,1857.27,1
500,2023-08-03,1066,Male,19,South,Electronics,1881.14,5
